MONTH,VERSION,DATE,HOUR,SETTLED ENERGY SUPPLIED TO CUSTOMERS FOR ALL LOAD REPRESENTATIVES (MWh),SCHEDULED EXPORT ENERGY FOR ALL LOAD REPRESENTATIVES (MWh),SCHEDULED NET EXPORT ENERGY FOR ALL LOAD REPRESENTATIVES (MWh),AMOUNT IN DAS FOR IMPORT CORRESPONDING TO THE ADJUSTING SCHEDULES FOR FLOW DEVIATIONS (€),AMOUNT IN DAS FOR EXPORT CORRESPONDING TO THE ADJUSTING SCHEDULES FOR FLOW DEVIATIONS (€),AMOUNT IN DAS FOR GUARANTEES OF COMMERCIAL SCHEDULES (€),AMOUNT IN DAS FOR RETURN OF GUARANTEES OF COMMERCIAL SCHEDULES (€),DEVIATION CREDIT OR DEBIT FOR HTSO DUE TO GUARANTEES FOR COMMERCIAL SCHEDULES (€),DEVIATION CREDIT OR DEBIT FOR HTSO DUE TO RETURN OF GUARANTEES FOR COMMERCIAL SCHEDULES (€),AMOUNT IN DAS FOR ENERGY OFFERS CORRESPONDING TO MONTHLY DEVIATIONS ON THE INTERCONNECTIONS (€),AMOUNT IN DAS FOR LOAD DECLARATIONS CORRESPONDING TO MONTHLY DEVIATIONS ON THE INTERCONNECTIONS (€),ADDITIONAL CHARGES OR CREDITS FOR GENERATION DEVIATIONS (€),CHARGE OR CREDIT CORRESPONDING TO THE INTERCONNECTIONS NET COST (€),LOSSES OND OTHER (€),TOTAL (€)
201106,9,6/12/2011,5,4514.567719,208,31,0,0,0,0,0,0,0,0,-1233.435679,-398.3865717,1969.622526,337.8002754
201106,9,6/12/2011,6,4514.238556,208,31,0,0,0,0,0,0,0,0,-1747.881487,625.4506323,1940.91855,818.4876959
201106,9,6/12/2011,7,4434.788789,208,31,0,0,0,0,0,0,0,0,-6171.206125,105.7613793,2127.542014,-3937.902732
201106,9,6/12/2011,8,4550.700556,193,31,0,0,0,0,0,0,0,0,-1637.834681,44.95486038,1825.333675,232.4538537
201106,9,6/12/2011,9,4703.210883,193,31,0,0,0,0,0,0,0,0,-1181.664066,-392.2063185,1578.539673,4.669288311
201106,9,6/12/2011,10,5062.423544,193,31,0,0,0,0,0,0,0,0,177.0731353,-408.7720279,1490.394848,1258.695955
201106,9,6/12/2011,11,5460.009501,193,31,0,0,0,0,0,0,0,0,2908.886127,-1092.786673,2227.426947,4043.526401
201106,9,6/12/2011,12,5763.598979,193,31,0,0,0,0,0,0,0,0,9185.947555,-586.249214,2835.960762,11435.6591
201106,9,6/12/2011,13,5932.242747,193,31,0,233.916,0,0,0,0,0,0,3412.975747,-853.5089146,2469.792033,5263.174865
201106,9,6/12/2011,14,5706.841897,193,31,0,233.94,0,0,0,0,0,0,-3214.96434,-126.2050568,1894.738991,-1212.490406
201106,9,6/12/2011,15,5223.153426,193,31,0,0,0,0,0,0,0,0,-3696.215247,-187.5486978,2159.061028,-1724.702917
201106,9,6/12/2011,16,4920.490803,193,31,0,0,0,0,0,0,0,0,-4951.493446,306.6140685,1731.059756,-2913.819622
201106,9,6/12/2011,17,4800.127732,193,31,0,0,0,0,0,0,0,0,-4158.634961,-75.20649519,1469.896632,-2763.944824
201106,9,6/12/2011,18,4905.623808,338,131,0,0,0,0,0,0,0,0,-3562.464188,-5612.629707,1629.681119,-7545.412776
201106,9,6/12/2011,19,4968.359705,348,141,0,0,0,0,0,0,0,0,-1837.791687,-6015.902494,1410.636848,-6443.057333
201106,9,6/12/2011,20,5084.122808,383,191,0,0,0,0,0,0,0,0,-658.7634933,-5989.914448,1575.826681,-5072.85126
201106,9,6/12/2011,21,5313.494683,398,191,0,0,0,0,0,0,0,0,17.49652593,-8315.602542,1590.71439,-6707.391626
201106,9,6/12/2011,22,5851.254916,393,186,0,0,0,0,0,0,0,0,147.9606488,-2044.085919,1411.39598,-484.72929
201106,9,6/12/2011,23,5665.810933,413,206,0,0,0,0,0,0,0,0,-135.0078929,444.8168467,1397.058129,1706.867083
201106,9,6/12/2011,24,5290.452214,388,181,0,0,0,0,0,0,0,0,-209.3422329,464.8068987,1537.64376,1793.108426
201106,9,6/12/2011,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201106,9,6/13/2011,1,4837.302141,383,191,0,0,0,0,0,0,0,0,-363.9365641,2222.663399,1552.549384,3411.276219
201106,9,6/13/2011,2,4439.913286,362,20,0,0,0,0,0,0,0,0,-1706.898312,3179.177009,1374.545035,2846.823732
201106,9,6/13/2011,3,4194.894014,362,20,0,0,0,0,0,0,0,0,-5284.158958,3466.272278,1665.434702,-152.4519782
201106,9,6/13/2011,4,4039.94496,362,20,0,0,0,0,0,0,0,0,-5715.370107,3733.670298,1717.330214,-264.3695953
201106,9,6/13/2011,5,4043.778928,362,29,0,0,0,0,0,0,0,0,809.9161042,-32.42990436,1850.768493,2628.254693
201106,9,6/13/2011,6,4114.633479,362,25,0,0,0,0,0,0,0,0,-2698.191731,-209.2380173,2139.823374,-767.6063738
201106,9,6/13/2011,7,4082.325131,362,35,0,0,0,0,0,0,0,0,1512.483578,18.01431926,1853.189083,3383.686979
201106,9,6/13/2011,8,4449.940581,347,20,0,143.8,0,0,0,0,0,0,-3205.756701,125.8999054,1657.92082,-1278.135976
201106,9,6/13/2011,9,4852.341445,347,22,0,153.924,0,0,0,0,0,0,-1273.434258,211.2158134,1536.815646,628.5212011
201106,9,6/13/2011,10,5318.114677,347,30,0,79.394,0,0,0,0,0,0,2866.668671,633.5660358,2858.732472,6438.361179
201106,9,6/13/2011,11,5540.048769,347,30,0,80.042,0,0,0,0,0,0,2664.001711,370.3305417,2514.425778,5628.800031
201106,9,6/13/2011,12,5818.685597,347,35,0,79.772,0,0,0,0,0,0,2543.674997,757.2835598,2295.35235,5676.082907
201106,9,6/13/2011,13,5985.789301,347,35,0,237.816,0,0,0,0,0,0,3795.025631,844.8658043,2257.133526,7134.840961
201106,9,6/13/2011,14,5950.413735,347,25,0,158.544,0,0,0,0,0,0,4298.067227,114.6455761,2158.809596,6730.066399
201106,9,6/13/2011,15,5651.447176,347,25,0,158.344,0,0,0,0,0,0,7248.09486,163.6863634,2696.002486,10266.12771
201106,9,6/13/2011,16,5342.385135,347,30,0,156.232,0,0,0,0,0,0,1241.673938,489.4283328,1922.439898,3809.774168
201106,9,6/13/2011,17,5221.264761,347,35,0,156.172,0,0,0,0,0,0,-302.3013193,98.05228906,1738.881229,1690.804198
201106,9,6/13/2011,18,5255.821781,347,35,0,157.36,0,0,0,0,0,0,-440.5037044,-258.986656,1637.892677,1095.762316
201106,9,6/13/2011,19,5380.708074,347,35,0,158.72,0,0,0,0,0,0,407.9360657,-454.0188617,1944.647371,2057.284575
201106,9,6/13/2011,20,5504.476862,347,30,0,158.584,0,0,0,0,0,0,603.5871123,-21.26430277,1734.210614,2475.117423
201106,9,6/13/2011,21,5722.609527,347,50,0,158.86,0,0,0,0,0,0,9187.961513,-1114.923627,2537.638721,10769.53661
201106,9,6/13/2011,22,6319.676246,347,40,0,159.048,0,0,0,0,0,0,8843.013647,949.204176,2408.073709,12359.33953
201106,9,6/13/2011,23,6017.597128,347,50,0,159.588,0,0,0,0,0,0,6851.797194,1392.490889,1750.866556,10154.74264
201106,9,6/13/2011,24,5563.074552,347,45,0,0,0,0,0,0,0,0,5974.150616,119.5602469,2042.104407,8135.81527
201106,9,6/13/2011,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201106,9,6/14/2011,1,5048.230878,347,50,0,0,0,0,0,0,0,0,3290.95654,-251.8084868,2564.001399,5603.149453
201106,9,6/14/2011,2,4628.626343,426,99,0,0,0,0,0,0,0,0,-2508.39555,240.0774221,1550.579961,-717.738167
201106,9,6/14/2011,3,4507.083526,426,94,0,0,0,0,0,0,0,0,-1285.114565,305.1482448,1664.194157,684.2278368
201106,9,6/14/2011,4,4526.751153,426,99,0,0,0,0,0,0,0,0,-600.0581827,177.4922665,1875.820344,1453.254427
201106,9,6/14/2011,5,4501.134229,426,99,0,0,0,0,0,0,0,0,36.50010855,-206.9103533,1987.243816,1816.833572
201106,9,6/14/2011,6,4562.698962,413,89,0,0,0,0,0,0,0,0,-577.8894893,519.0689862,1828.473817,1769.653314
201106,9,6/14/2011,7,4618.1276,426,99,0,0,0,0,0,0,0,0,-1718.200802,137.0807634,1563.013294,-18.10674403
201106,9,6/14/2011,8,5210.80324,446,157,0,158.4,0,0,0,0,0,0,108.3272037,147.0097949,1355.702572,1769.43957
201106,9,6/14/2011,9,5779.21252,459,167,0,255.44,0,0,0,0,0,0,6363.180774,1289.713398,1818.315145,9726.649317
201106,9,6/14/2011,10,6300.711735,342,33,0,127.78,0,0,0,0,0,0,4925.513651,1064.768812,1593.761676,7711.824138
201106,9,6/14/2011,11,6526.830473,343,34,0,127.98,0,0,0,0,0,0,5845.290472,507.2395473,2516.509969,8997.019988
201106,9,6/14/2011,12,6716.95936,356,39,0,127.94,0,0,0,0,0,0,6037.521261,-105.955438,2146.381833,8205.887656
201106,9,6/14/2011,13,6840.301342,321,29,0,382.986,0,0,0,0,0,0,8917.74153,742.6903363,1961.982223,12005.40009
201106,9,6/14/2011,14,6832.919031,341,29,0,254.532,0,0,0,0,0,0,9500.749581,-164.6712115,2360.000731,11950.6111
201106,9,6/14/2011,15,6494.048277,311,19,0,254.172,0,0,0,0,0,0,8824.350047,849.1485333,1882.75871,11810.42929
201106,9,6/14/2011,16,6107.504993,321,29,0,255.044,0,0,0,0,0,0,7934.862756,308.7583504,2085.871185,10584.53629
201106,9,6/14/2011,17,5862.318012,343,54,0,174.612,0,0,0,0,0,0,7920.058873,901.6992169,2119.49032,11115.86041
201106,9,6/14/2011,18,5888.039783,346,59,0,161.68,0,0,0,0,0,0,9117.401238,-31.05917427,2130.72305,11378.74511
201106,9,6/14/2011,19,5976.696556,339,50,0,174.66,0,0,0,0,0,0,7719.718204,63.51184975,1962.545738,9920.435792
201106,9,6/14/2011,20,6101.041833,308,19,0,171.888,0,0,0,0,0,0,6437.559212,494.0528216,1370.534318,8474.034351
201106,9,6/14/2011,21,6267.719981,341,49,0,171.46,0,0,0,0,0,0,10479.11358,194.0563266,1682.963744,12527.59365
201106,9,6/14/2011,22,6563.818795,323,34,0,172.096,0,0,0,0,0,0,7121.475366,852.0899138,1413.105084,9558.766364
201106,9,6/14/2011,23,6103.891827,323,34,0,171.444,0,0,0,0,0,0,11892.26984,1570.939642,1194.826582,14829.48007
201106,9,6/14/2011,24,5642.356656,351,59,0,0,0,0,0,0,0,0,357.3225447,761.2812131,904.5253185,2023.129076
201106,9,6/14/2011,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201106,9,6/15/2011,1,5141.407491,356,64,0,0,0,0,0,0,0,0,671.9229149,-617.1388362,2522.865218,2577.649296
201106,9,6/15/2011,2,4705.013388,456,103,0,0,0,0,0,0,0,0,-64.10592553,-327.4039018,1383.013202,991.5033743
201106,9,6/15/2011,3,4454.586029,456,104,0,0,0,0,0,0,0,0,-2424.288021,-213.0864004,1464.473918,-1172.900504
201106,9,6/15/2011,4,4278.137684,456,109,0,0,0,0,0,0,0,0,-1176.808563,-237.2815733,1324.059986,-90.03014992
201106,9,6/15/2011,5,4208.839419,447,100,0,0,0,0,0,0,0,0,-1174.647895,548.342902,1683.895389,1057.590396
201106,9,6/15/2011,6,4148.824973,446,99,0,0,0,0,0,0,0,0,-1267.490071,2481.112568,1590.780762,2804.403259
201106,9,6/15/2011,7,4208.49893,456,104,0,0,0,0,0,0,0,0,-1356.872166,4071.694583,1187.807355,3902.629772
201106,9,6/15/2011,8,4754.628431,489,177,0,155.928,0,0,0,0,0,0,81.78286673,67.98507798,1105.216889,1410.912833
201106,9,6/15/2011,9,5437.165529,459,162,0,159.44,0,0,0,0,0,0,483.2007661,-2634.090031,1338.771862,-652.6774024
201106,9,6/15/2011,10,5915.65234,376,79,0,79.728,0,0,0,0,0,0,-396.2747917,-6650.515514,1135.850581,-5831.211725
201106,9,6/15/2011,11,6136.487892,376,79,0,80.118,0,0,0,0,0,0,126.8575659,-6071.587494,1020.73614,-4843.875789
201106,9,6/15/2011,12,6341.699512,376,79,0,79.794,0,0,0,0,0,0,167.250562,-4854.899864,1659.310448,-2948.544854
201106,9,6/15/2011,13,6453.543987,426,129,0,240.186,0,0,0,0,0,0,258.9132574,-2941.460234,1626.496384,-815.8645922
201106,9,6/15/2011,14,6417.409856,426,129,0,160.78,0,0,0,0,0,0,350.5995474,-302.1955391,1719.11937,1928.303378
201106,9,6/15/2011,15,6069.296554,426,119,0,159.568,0,0,0,0,0,0,419.5775764,-8.859763899,1465.047822,2035.333635
201106,9,6/15/2011,16,5636.774882,426,133,0,161.836,0,0,0,0,0,0,367.6499685,-303.2445084,1418.254609,1644.496069
201106,9,6/15/2011,17,5450.701086,426,123,0,158.884,0,0,0,0,0,0,-209.2999529,-494.7833224,1659.199685,1114.000409
201106,9,6/15/2011,18,5420.581961,426,124,0,158.9,0,0,0,0,0,0,540.979259,-691.5835211,1594.893843,1603.189581
201106,9,6/15/2011,19,5480.93744,376,39,0,158.928,0,0,0,0,0,0,121.025046,-421.7407325,1494.501617,1352.713931
201106,9,6/15/2011,20,5586.851457,376,44,0,159.088,0,0,0,0,0,0,-315.8501619,-84.6983935,1054.918159,813.4576037
201106,9,6/15/2011,21,5791.667619,376,49,0,159.452,0,0,0,0,0,0,356.4512516,-373.6313641,1332.314665,1474.586552
201106,9,6/15/2011,22,6231.993537,386,72,0,160.236,0,0,0,0,0,0,277.2275358,-24.49204491,1304.69043,1717.661921
201106,9,6/15/2011,23,5828.568074,386,72,0,160.644,0,0,0,0,0,0,598.0429171,259.6976679,1499.458617,2517.843202
201106,9,6/15/2011,24,5313.064929,386,59,0,0,0,0,0,0,0,0,-1067.22758,-190.3404961,1550.101371,292.5332953
201106,9,6/15/2011,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201106,9,6/16/2011,1,4748.916335,356,59,0,0,0,0,0,0,0,0,-2829.662909,-128.8156935,1253.975066,-1704.503537
201106,9,6/16/2011,2,4349.286603,511,149,0,277.746,0,0,0,0,0,0,-146.4583262,-463.3308857,1108.464111,776.4208987
201106,9,6/16/2011,3,4230.392667,511,155,0,267.456,0,0,0,0,0,0,-859.1051433,-417.2173808,1369.566164,360.6996404
201106,9,6/16/2011,4,4241.797104,511,155,0,260.561,0,0,0,0,0,0,-1184.340363,-167.880555,1553.514335,461.854417
201106,9,6/16/2011,5,4236.706492,511,155,0,254.681,0,0,0,0,0,0,-2928.467123,-364.9555661,1525.524824,-1513.216865
201106,9,6/16/2011,6,4282.904637,511,155,0,255.276,0,0,0,0,0,0,-1202.238233,-471.602643,1727.772732,309.2078565
201106,9,6/16/2011,7,4369.141421,511,155,0,255.36,0,0,0,0,0,0,-1403.901098,-422.8762634,1661.681826,90.26446409
201106,9,6/16/2011,8,4854.662261,596,240,-273.014,156.008,0,0,0,0,0,0,-1400.038454,-2946.119173,1619.572148,-2843.591479
201106,9,6/16/2011,9,5565.611118,560,257,-281.358,160.776,0,0,0,0,0,0,4889.073986,-995.7213622,1406.853336,5179.62396
201106,9,6/16/2011,10,6079.180529,505,187,-128.949,85.966,0,0,0,0,0,0,4244.215848,511.7572787,2068.682517,6781.672644
201106,9,6/16/2011,11,6269.794072,469,154,-138,92,0,0,0,0,0,0,3807.369916,794.9148807,1505.673581,6061.958378
201106,9,6/16/2011,12,6473.993656,435,120,-188.73,125.82,0,0,0,0,0,0,4123.668877,894.230194,1953.706442,6908.695514
201106,9,6/16/2011,13,6652.2248,435,85,-434.196,372.168,0,0,0,0,0,0,-1982.206449,398.9423989,1329.420419,-315.8716307
201106,9,6/16/2011,14,6708.722065,435,85,-440.559,251.748,0,0,0,0,0,0,2669.52986,-95.06297993,1749.118231,4134.774111
201106,9,6/16/2011,15,6357.936268,435,70,-433.237,247.564,0,0,0,0,0,0,997.4583454,-558.0712128,1274.075018,1527.789151
201106,9,6/16/2011,16,5942.995114,505,180,-322,184,0,0,0,0,0,0,3390.697026,327.7232518,1150.190355,4730.610633
201106,9,6/16/2011,17,5728.970281,505,180,-284.347,162.484,0,0,0,0,0,0,-799.7303695,-155.251375,790.509738,-286.3350065
201106,9,6/16/2011,18,5776.619083,455,137,-299.943,171.396,0,0,0,0,0,0,3605.941002,404.3631009,1673.82388,5555.580983
201106,9,6/16/2011,19,5921.789583,455,103,-322,184,0,0,0,0,0,0,6198.2911,131.3260905,1798.353261,7989.970451
201106,9,6/16/2011,20,6013.907953,455,89,-433.125,247.5,0,0,0,0,0,0,2763.395923,354.4831662,1578.823341,4511.07743
201106,9,6/16/2011,21,6135.640174,435,72,-440.349,251.628,0,0,0,0,0,0,2636.835746,506.7190531,1287.321469,4242.155268
201106,9,6/16/2011,22,6463.997906,445,100,-461.16,263.52,0,0,0,0,0,0,4688.817738,514.778747,1600.942522,6606.899007
201106,9,6/16/2011,23,6045.740242,445,102,-376.474,215.128,0,0,0,0,0,0,4006.612684,740.9634509,967.2327953,5553.46293
201106,9,6/16/2011,24,5603.60522,470,121,0,276.577,0,0,0,0,0,0,-2888.69481,-509.4808431,707.2803615,-2414.318292
201106,9,6/16/2011,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201106,9,6/17/2011,1,5090.790012,445,113,0,269.339,0,0,0,0,0,0,-1235.826548,-343.6183655,1199.16211,-110.9438036
201106,9,6/17/2011,2,4640.645149,356,24,0,594.643,0,0,0,0,0,0,-2724.333123,1860.085594,975.4965909,705.8920621
201106,9,6/17/2011,3,4511.104105,346,47,0,564.332,0,0,0,0,0,0,-3499.794854,122.3553241,1329.705031,-1483.402498
201106,9,6/17/2011,4,4495.310159,346,60,0,209.185,0,0,0,0,0,0,3693.674084,274.1676234,1405.271776,5582.298484
201106,9,6/17/2011,5,4458.431814,346,65,0,0,0,0,0,0,0,0,6880.030309,1447.205334,794.8460956,9122.081739
201106,9,6/17/2011,6,4514.375289,346,53,0,108.511,0,0,0,0,0,0,4591.059493,882.2157695,1591.141556,7172.927819
201106,9,6/17/2011,7,4548.256287,346,24,0,590.138,0,0,0,0,0,0,-5353.519108,2160.901877,959.6697239,-1642.809508
201106,9,6/17/2011,8,5036.259167,471,149,-263.697,489.723,0,0,0,0,0,0,-2223.226607,677.5448768,1086.702104,-232.9536266
201106,9,6/17/2011,9,5639.810924,513,213,-279.237,518.583,0,0,0,0,0,0,403.432478,-56.91468849,604.3318146,1190.195604
201106,9,6/17/2011,10,6173.269225,398,98,-157.8833558,0,0,0,0,0,0,0,-579.6212666,381.2769023,848.8906371,492.662917
201106,9,6/17/2011,11,6411.218332,441,144,-158.590418,0,0,0,0,0,0,0,3990.146466,1336.323711,1436.067933,6603.947692
201106,9,6/17/2011,12,6610.883343,426,149,-157.94663,0,0,0,0,0,0,0,8726.476338,1329.652843,1197.276696,11095.45925
201106,9,6/17/2011,13,6724.161652,421,124,-278.292,437.316,0,0,0,0,0,0,5633.332023,1198.444269,1800.260523,8791.060815
201106,9,6/17/2011,14,6731.215001,421,124,-278.341,516.919,0,0,0,0,0,0,1568.366257,429.5060576,1238.636325,3475.08664
201106,9,6/17/2011,15,6416.430162,446,149,-279.265,518.635,0,0,0,0,0,0,740.1796479,1917.9759,1002.10292,3899.628468
201106,9,6/17/2011,16,6065.153988,468,188,-279.209,518.531,0,0,0,0,0,0,661.9192747,1369.794269,929.1603713,3200.195915
201106,9,6/17/2011,17,5892.011005,418,138,-277.599,515.541,0,0,0,0,0,0,1534.053112,4652.947642,1322.513107,7747.455862
201106,9,6/17/2011,18,5885.477395,418,128,-278.558,517.322,0,0,0,0,0,0,915.4106914,6848.306131,1472.032411,9474.513234
201106,9,6/17/2011,19,6018.172186,418,73,-279.146,518.414,0,0,0,0,0,0,1105.259165,2366.898462,1086.761838,4798.187466
201106,9,6/17/2011,20,6066.574188,351,24,-277.991,516.269,0,0,0,0,0,0,2847.145936,1003.513289,1333.037574,5421.974798
201106,9,6/17/2011,21,6156.00892,351,24,-278.138,516.542,0,0,0,0,0,0,-4912.12972,891.2047993,787.4333082,-2995.087613
201106,9,6/17/2011,22,6529.500173,351,24,-278.215,516.685,0,0,0,0,0,0,325.0295094,540.4586619,966.6517436,2070.609915
201106,9,6/17/2011,23,6132.550004,351,25,-279.048,518.232,0,0,0,0,0,0,-73.48373117,1448.025,876.5575255,2490.282795
201106,9,6/17/2011,24,5715.530913,398,57,0,663.816,0,0,0,0,0,0,-811.2048744,-684.9525007,848.6800902,16.33871511
201106,9,6/17/2011,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201106,9,6/18/2011,1,5287.33719,351,37,0,623.152,0,0,0,0,0,0,747.6453471,303.0037209,1254.33633,2928.137398
201106,9,6/18/2011,2,4784.496498,482,99,0,622.285,0,0,0,0,0,0,-2953.223928,1513.226311,-101.1018816,-918.8144988
201106,9,6/18/2011,3,4660.731448,482,92,0,619.735,0,0,0,0,0,0,-1028.105721,3.241310051,277.9844591,-127.1449518
201106,9,6/18/2011,4,4567.178275,473,97,0,595.255,0,0,0,0,0,0,-3725.462825,523.6081905,237.3988373,-2369.200798
201106,9,6/18/2011,5,4536.658941,473,97,0,588.965,0,0,0,0,0,0,-3686.543898,469.4828861,366.5983458,-2261.497666
201106,9,6/18/2011,6,4508.706352,472,102,0,574.345,0,0,0,0,0,0,-3304.74621,663.4975872,512.0320683,-1554.871554
201106,9,6/18/2011,7,4418.984372,472,155,0,0,0,0,0,0,0,0,5365.297004,412.0605389,-2566.215278,3211.142265
201106,9,6/18/2011,8,4683.130814,447,133,0,0,0,0,0,0,0,0,3125.560857,820.2362869,-125.5801654,3820.216978
201106,9,6/18/2011,9,5165.307069,462,92,-261.919,486.421,0,0,0,0,0,0,-2305.686162,1042.335794,557.871291,-480.977077
201106,9,6/18/2011,10,5796.770771,472,92,-155.2270657,0,0,0,0,0,0,0,-102.2543032,712.5819859,387.0556021,842.1562192
201106,9,6/18/2011,11,6193.675482,477,119,-156.9977563,0,0,0,0,0,0,0,-510.5684567,-1185.935745,712.5694755,-1140.932482
201106,9,6/18/2011,12,6469.8377,497,119,-157.0785159,0,0,0,0,0,0,0,88.51494792,445.059486,345.1923208,721.6882388
201106,9,6/18/2011,13,6676.451584,472,119,-277.081,435.413,0,0,0,0,0,0,1952.017802,-332.7393608,743.6043826,2521.214824
201106,9,6/18/2011,14,6679.826362,472,119,-277.081,514.579,0,0,0,0,0,0,4703.6405,-494.9429205,761.163696,5207.359276
201106,9,6/18/2011,15,6353.172753,497,119,-277.683,515.697,0,0,0,0,0,0,2234.26606,1612.323241,204.7772575,4289.380558
201106,9,6/18/2011,16,5964.924481,464,121,-277.424,515.216,0,0,0,0,0,0,-356.2957798,190.2358163,451.7116122,523.4436487
201106,9,6/18/2011,17,5799.034524,467,124,-275.359,511.381,0,0,0,0,0,0,-1250.735779,447.3037495,116.6437404,-450.7662894
201106,9,6/18/2011,18,5864.177328,472,97,-273.378,507.702,0,0,0,0,0,0,-1463.206017,952.7360426,277.3543049,1.208330328
201106,9,6/18/2011,19,5986.330433,472,102,-275.492,511.628,0,0,0,0,0,0,-470.490498,-1267.123778,214.7763796,-1286.701897
201106,9,6/18/2011,20,6010.547673,472,102,-277.053,514.527,0,0,0,0,0,0,-124.0265636,1106.286684,-78.10324288,1141.630877
201106,9,6/18/2011,21,6124.987945,472,102,-273.287,429.451,0,0,0,0,0,0,-3509.311095,809.7196551,-111.7861232,-2655.213563
201106,9,6/18/2011,22,6541.639552,472,103,-275.576,433.048,0,0,0,0,0,0,129.8946829,905.7793181,255.7104968,1448.856498
201106,9,6/18/2011,23,6231.486468,472,102,-276.815,514.085,0,0,0,0,0,0,2080.791524,1568.853825,339.8604051,4226.775754
201106,9,6/18/2011,24,5773.874504,472,104,0,663.765,0,0,0,0,0,0,-1780.311385,711.9550916,335.0252507,-69.56604306
201106,9,6/18/2011,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201106,9,6/19/2011,1,5280.34434,407,37,0,673.812,0,0,0,0,0,0,13293.85435,-723.3911531,2258.277156,15502.55235
201106,9,6/19/2011,2,5031.135421,371,37,0,652.953,0,0,0,0,0,0,1417.398579,-1605.81095,2425.351709,2889.892338
201106,9,6/19/2011,3,4849.407337,371,37,0,639.268,0,0,0,0,0,0,194.334539,-801.8696936,1660.618986,1692.351831
201106,9,6/19/2011,4,4690.231193,371,37,0,619.531,0,0,0,0,0,0,-731.108829,2.31952981,2006.26647,1897.008171
201106,9,6/19/2011,5,4561.699361,371,37,0,617.321,0,0,0,0,0,0,-2917.545109,108.4216877,1992.48959,-199.3128308
201106,9,6/19/2011,6,4490.743125,371,37,0,598.043,0,0,0,0,0,0,-2900.734076,222.1859468,1987.843005,-92.66212422
201106,9,6/19/2011,7,4386.611173,371,42,0,587.027,0,0,0,0,0,0,-3159.052353,-243.3006088,1853.836784,-961.4891782
201106,9,6/19/2011,8,4599.440059,356,74,0,590.597,0,0,0,0,0,0,-2146.134089,-454.8450589,1753.870643,-256.5115049
201106,9,6/19/2011,9,4880.577807,356,54,0,634.236,0,0,0,0,0,0,-1071.532465,-321.7646854,1412.895746,653.8345955
201106,9,6/19/2011,10,5105.237191,356,37,0,640.101,0,0,0,0,0,0,-3839.957209,-666.0228675,1366.597325,-2499.281752
201106,9,6/19/2011,11,5583.795656,355,42,0,664.207,0,0,0,0,0,0,1427.43829,-1127.372663,1737.684791,2701.957418
201106,9,6/19/2011,12,5884.836788,355,42,0,669.052,0,0,0,0,0,0,-3510.48596,-237.111208,1072.036652,-2006.508516
201106,9,6/19/2011,13,6028.261868,355,42,-275.464,432.872,0,0,0,0,0,0,-2383.464199,351.4470068,1228.998984,-645.6102082
201106,9,6/19/2011,14,5901.30074,355,42,-275.534,432.982,0,0,0,0,0,0,-1827.390266,215.6042788,961.3661557,-492.9718317
201106,9,6/19/2011,15,5572.496155,319,37,0,664.343,0,0,0,0,0,0,-4129.450313,-596.0562255,1377.423064,-2683.740474
201106,9,6/19/2011,16,5300.882523,319,32,0,652.018,0,0,0,0,0,0,-2400.381353,-288.3058724,1179.361949,-857.3072762
201106,9,6/19/2011,17,5248.131461,319,32,0,640.169,0,0,0,0,0,0,-1454.816004,-803.4027842,1234.151601,-383.8981875
201106,9,6/19/2011,18,5368.242155,309,32,0,654.058,0,0,0,0,0,0,-1002.009612,-416.4270208,1489.995514,725.6168808
201106,9,6/19/2011,19,5559.644714,356,32,0,664.343,0,0,0,0,0,0,-148.3353454,-63.67006408,1398.731429,1851.06902
201106,9,6/19/2011,20,5656.773426,356,37,0,669.256,0,0,0,0,0,0,-2.587115185,-281.0619955,1279.737505,1665.344394
201106,9,6/19/2011,21,5798.911865,356,37,0,668.712,0,0,0,0,0,0,-471.4994383,-269.4112861,1159.004878,1086.806153
201106,9,6/19/2011,22,6352.904338,356,44,0,668.916,0,0,0,0,0,0,82.63987982,-258.5424835,679.1506292,1172.164026
201106,9,6/19/2011,23,6227.806146,356,61,0,671.755,0,0,0,0,0,0,1158.145084,60.81908391,814.6604875,2705.379655
201106,9,6/19/2011,24,5836.010823,356,61,0,663.918,0,0,0,0,0,0,-947.497373,-145.8351119,969.1279262,539.7134413
201106,9,6/19/2011,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201106,9,6/20/2011,1,5293.940291,356,49,0,674.611,0,0,0,0,0,0,-856.1006042,1439.382712,2546.625237,3804.518344
201106,9,6/20/2011,2,4862.978134,402,55,0,621.231,0,0,0,0,0,0,913.376736,-1366.574207,2118.776252,2286.809781
201106,9,6/20/2011,3,4713.721384,402,55,0,590.495,0,0,0,0,0,0,1033.728215,-7446.810298,1782.035498,-4040.551584
