MONTH,VERSION,DATE,HOUR,SETTLED ENERGY SUPPLIED TO CUSTOMERS FOR ALL LOAD REPRESENTATIVES (MWh),SCHEDULED NET EXPORT ENERGY FOR ALL LOAD REPRESENTATIVES (MWh),UA2 - DEVIATION CREDIT OR DEBIT DUE TO GUARANTEES FOR COMMERCIAL SCHEDULES (€),UA2 - DEVIATION CREDIT OR DEBIT DUE TO RETURN OF GUARANTEES FOR COMMERCIAL SCHEDULES (€),UA2 - ADDITIONAL CHARGES OR CREDITS FOR GENERATION DEVIATIONS (€),UA2 - CHARGE OR CREDIT CORRESPONDING TO THE INTERCONNECTIONS NET COST (€),UA2 - LOSSES OND OTHER (€),UA3.1 - REMUNERATION FOR SYSTEM PRIMARY CONTROL (€),UA3.1 - REMUNERATION FOR SYSTEM SECONDARY CONTROL (€),UA3.1 - REMUNERATION FOR SYSTEM TERTIARY CONTROL FROM NON-SPINNING UNITS (€),UA3.1 - REMUNERATION FOR STANDING ENERGY RESERVE (€),UA3.1 - REMUNERATION FOR DESYNCHRONIZATION OF DISPATCHABLE UNITS AFTER A DISPATCH ORDER (€),UA3.1 - REMUNERATION FOR BLACK START (€),UA3.1 - ADDITIONAL COST FOR NATURAL GAS PROVISION (€),UA3.2 - REMUNERATION FOR CONTRACTED UNITS (€),UA3.2 - REMUNERATION FOR EMERGENCY RESERVE UNITS (€),UA3.2 - GENERATION REMUNERATION BALANCE FOR PRODUCTION FROM CONTRACTED UNITS (€),UA3.2 - GENERATION REMUNERATION BALANCE FOR PRODUCTION FROM EMERGENCY RESERVE UNITS (€),UA3.3 - REMUNERATION FOR EMERGENCY IMPORTS (€),UA3.3 - REMUNERATION FOR EMERGENCY EXPORTS (€),UA3.3 - IMPORT DEVIATION CHARGE OR CREDIT THAT CORRESPONDS TO EMERGENCY IMPORTS (€),UA3.3 - EXPORT DEVIATION CHARGE OR CREDIT THAT CORRESPONDS TO EMERGENCY EXPORTS (€),UA3.3 - IMPORT DEVIATION CREDIT OR DEBIT DUE TO RETURN EMERGENCY PROGRAMS (€),UA3.3 - EXPORT DEVIATION CREDIT OR DEBIT DUE TO RETURN EMERGENCY PROGRAMS (€),UA3.4 - CASC FEE (€),UA3.4 - ITC COST FOR TSO SCHEDULES WITH PERIMETER COUNTRIES (€),UA3.5 - REMUNERATION FOR PRODUCTION UNITS COST RECOVERY MECHANISM (€),UA3.6 - SPECIAL CONSUMPTION TAX FOR NATURAL GAS (€),RES FLOOR (€)
201511,6,12/11/2015,11,"5,463,033,001,902",327,0,0,"-49,645,244,829","-296,070,526,856","4,023,939,698,092",",108","244,981,595,830,951,000,000,000,000,000,000,000,000",0,0,"7,820,409,310,073,350,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"123,883,685,343,882,000,000,000,000,000,000,000,000","278,921"
201511,6,12/11/2015,12,"5,587,853,533,341",100,0,0,"-516,908,183,079","2,895,752,374,426","4,221,103,824,373",",06",",0426829911731756530021687198167646265535",0,0,"7,546,823,875,266,140,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"118,715,794,004,141,000,000,000,000,000,000,000,000","894,679"
201511,6,12/11/2015,13,"5,657,260,273,908",75,0,0,"-300,002,975,481","102,304,078,924","5,017,237,396,657",",06",",0520957106433974105066343670088528067479",0,0,"7,665,124,417,455,320,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"122,192,121,081,989,000,000,000,000,000,000,000,000","1,471,562"
201511,6,12/11/2015,14,"5,622,606,149,136",63,0,0,"445,435,837,094","163,221,564,164","3,809,726,658,951",",06",",0639957106433974105066343670088528067479",0,0,"7,540,861,252,657,150,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"128,636,746,906,739,000,000,000,000,000,000,000,000","1,157,682"
201511,6,12/11/2015,15,"5,364,281,010,809",60,0,0,"714,634,033,494","304,174,842,295","3,833,555,007,631",",06",",0639957106433974105066343670088528067479",0,0,"6,863,596,860,512,920,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"128,410,386,763,593,000,000,000,000,000,000,000,000","1,031,516"
201511,6,12/11/2015,16,"5,159,942,508,844",128,0,0,"1,523,117,939,007","227,636,597,065","260,825,834,126",",06",",068354219335071701448994842763656100435",0,0,"6,522,902,025,471,870,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"132,338,461,635,603,000,000,000,000,000,000,000,000","592,095"
201511,6,12/11/2015,17,"504,393,492,602",127,0,0,"1,237,323,282,133","1,498,910,710,419","2,778,846,143,349",",12","781,469,064,068,294,000,000,000,000,000,000,000,000",0,0,"6,237,428,073,586,440,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"171,171,197,383,155,000,000,000,000,000,000,000,000",0
201511,6,12/11/2015,18,"5,545,332,787,072",167,0,0,"527,000,493,043","2,250,770,868,908","2,870,382,166,596",",06",",1371169979099686601319492981044283565916",0,0,"7,611,923,356,691,630,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"220,651,291,104,098,000,000,000,000,000,000,000,000",0
201511,6,12/11/2015,19,"6,051,256,248,586",173,0,0,"1,748,274,397,776","179,673,867,694","3,351,190,276,909",",12",",1478312836242543744176635838187140708773",0,0,"903,737,563,160,605,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"228,436,492,780,828,000,000,000,000,000,000,000,000",0
201511,6,12/11/2015,20,"6,045,358,727,671",222,0,0,"1,855,253,682,759","1,536,266,016,933","3,463,560,685,768",",12",",1335503312433019934652826314377616899249",0,0,"9,162,975,228,429,010,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"230,644,314,680,734,000,000,000,000,000,000,000,000",0
201511,6,12/11/2015,21,"5,964,689,193,814",205,0,0,"1,490,083,427,117","1,130,527,694,648","3,683,060,711,124",",12",",1092426459734026339044409114011651665946",0,0,"8,879,611,780,354,640,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"228,078,373,882,448,000,000,000,000,000,000,000,000",0
201511,6,12/11/2015,22,"55,505,728,687",229,0,0,"4,284,070,713,694","1,672,468,354,397","3,086,582,759,784",",06",",2136389102584361807174936713889663254845",0,0,"7,792,178,510,068,060,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"211,017,039,691,452,000,000,000,000,000,000,000,000",0
201511,6,12/11/2015,23,"5,071,585,658,603",144,0,0,"-7,932,525,779,674","2,155,958,494,145","3,261,361,317,479",",06",",1727382061777502184184541726987408388134",0,0,"6,345,612,832,280,880,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"181,012,500,978,563,000,000,000,000,000,000,000,000","197,432"
201511,6,12/11/2015,24,"46,709,425,053",0,0,0,"-2,426,625,472,169","3,577,049,620,366","3,521,497,189,133",",036","3,635,843,330,445,030,000,000,000,000,000,000,000,000",0,0,"508,951,558,978,733,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"139,438,161,827,347,000,000,000,000,000,000,000,000","382,806"
201511,6,12/11/2015,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201511,6,13/11/2015,1,"4,295,133,497,423",0,0,0,"1,131,592,478,095","-118,569,617,236","3,309,809,067,557",",072","443,994,095,830,951,000,000,000,000,000,000,000,000",0,0,"3,851,197,882,803,410,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,018,074,330,131,640,000,000,000,000,000,000,000,000","293,168"
201511,6,13/11/2015,2,"3,985,400,930,783",0,0,0,"-1,670,186,887,732","4,999,550,037,132","3,541,168,368,133",",024","76,643,927,701,911,900,000,000,000,000,000,000,000",0,0,"3,315,786,328,280,600,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,700,113,075,312,990,000,000,000,000,000,000,000,000","573,251"
201511,6,13/11/2015,3,"386,827,066,846",0,0,0,"-158,905,246,771","4,922,265,552,211","367,167,573,674",",06","800,300,450,721,903,000,000,000,000,000,000,000,000",0,0,"3,123,749,575,383,920,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,397,074,224,562,550,000,000,000,000,000,000,000,000","617,034"
201511,6,13/11/2015,4,"3,771,659,836,894",0,0,0,"-1,585,420,408,472","4,690,951,021,545","3,290,891,674,453",",06","800,300,450,721,903,000,000,000,000,000,000,000,000",0,0,"2,969,665,509,751,330,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,141,587,621,601,850,000,000,000,000,000,000,000,000","813,136"
201511,6,13/11/2015,5,"3,732,379,563,132",0,0,0,"-2,279,500,452,829","4,738,528,710,279","3,440,719,964,081",",06","79,025,028,714,502,200,000,000,000,000,000,000,000",0,0,"2,908,131,939,755,980,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,991,942,022,911,950,000,000,000,000,000,000,000,000","731,911"
201511,6,13/11/2015,6,"3,854,146,376,293",0,0,0,"-862,695,133,504","4,660,769,466,189","3,385,649,282,385",",06","794,719,550,721,903,000,000,000,000,000,000,000,000",0,0,"3,100,979,606,085,930,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,798,973,318,613,230,000,000,000,000,000,000,000,000","1,005,537"
201511,6,13/11/2015,7,"4,205,268,382,416",0,0,0,"-300,136,577,188","151,149,717,376","3,508,304,296,242",",06","345,485,607,746,591,000,000,000,000,000,000,000,000",0,0,"3,691,730,049,370,440,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,361,955,063,811,640,000,000,000,000,000,000,000,000","398,254"
201511,6,13/11/2015,8,"4,700,638,020,725",0,0,0,"-1,534,396,767,426","1,239,858,064,044","3,144,419,649,393",",12",",1114994192635114379348535873077895780253",0,0,"46,127,096,525,845,500,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"123,964,344,015,787,000,000,000,000,000,000,000,000","229,326"
201511,6,13/11/2015,9,"5,117,003,013,912",0,0,0,"636,120,776,611","76,119,379,638","3,585,916,350,921",",098","1,879,570,684,376,610,000,000,000,000,000,000,000,000",0,0,"5,466,053,099,283,710,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"132,614,344,569,411,000,000,000,000,000,000,000,000","300,591"
201511,6,13/11/2015,10,"5,422,075,569,218",0,0,0,"-1,239,700,975,379","1,087,115,270,164","3,222,154,845,851",",12","1,353,671,596,005,100,000,000,000,000,000,000,000,000",0,0,"6,137,247,435,743,040,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,042,013,344,260,400,000,000,000,000,000,000,000","589,207"
201511,6,13/11/2015,11,"5,543,850,924,316",15,0,0,"-1,199,599,704,697","842,893,214,335","2,869,570,762,067",",086","875,235,506,252,020,000,000,000,000,000,000,000,000",0,0,"6,450,784,823,787,910,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"115,334,135,431,729,000,000,000,000,000,000,000,000","1,795,817"
201511,6,13/11/2015,12,"5,653,592,783,629",18,0,0,"865,116,774,073","160,394,089,226","2,966,376,053,969",",098","2,343,776,116,206,770,000,000,000,000,000,000,000,000",0,0,"6,715,101,527,058,230,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"104,605,556,161,247,000,000,000,000,000,000,000,000","3,115,491"
201511,6,13/11/2015,13,"57,016,579,913",0,0,0,"-3,232,450,091,192","959,087,679,456","3,805,764,692,834",",098","878,625,740,620,264,000,000,000,000,000,000,000,000",0,0,"6,786,483,956,380,240,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,966,480,562,176,970,000,000,000,000,000,000,000,000","3070,4"
201511,6,13/11/2015,14,"5,674,691,058,895",0,0,0,"-1,122,308,390,812","3,706,310,667,035","2,971,957,673,618",",06","2,276,620,730,479,410,000,000,000,000,000,000,000,000",0,0,"6,722,440,176,534,940,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,691,683,063,426,110,000,000,000,000,000,000,000,000","8,448,963"
201511,6,13/11/2015,15,"5,492,710,250,256",0,0,0,"28,301,065,423","36,050,473,445","2,647,335,111,828",",06","2,276,620,730,479,410,000,000,000,000,000,000,000,000",0,0,"6,298,191,775,307,870,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,869,218,650,569,110,000,000,000,000,000,000,000,000","2,596,753"
201511,6,13/11/2015,16,"5,357,616,990,553",0,0,0,"769,841,458,966","349,890,245,798","2,883,566,999,543",",12",",2358429927582723812103834212291650298847",0,0,"5,992,193,472,117,120,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125,619,057,479,159,000,000,000,000,000,000,000,000","722,601"
201511,6,13/11/2015,17,"5,256,992,466,274",100,0,0,"1,281,154,990,675","787,418,348,158","2,773,796,403,637",",12",",2946975999639583435094229199193905165558",0,0,"5,990,796,562,931,280,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"161,576,445,819,640,000,000,000,000,000,000,000,000","326,085"
201511,6,13/11/2015,18,"5,762,786,779,838",141,0,0,"2,593,621,173,059","2,031,235,666,588","3,093,223,027,442",",06",",2548395550353984649467141840924073075826",0,0,"7,276,186,616,264,890,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"190,515,479,325,324,000,000,000,000,000,000,000,000","1,054,121"
201511,6,13/11/2015,19,"6,255,748,642,985",242,0,0,"2,742,972,565,392","1,844,773,542,866","3,720,266,747,529",",06",",3415945271457719045544569750174895304828",0,0,"8,813,903,984,641,490,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"185,114,549,453,061,000,000,000,000,000,000,000,000","498,981"
201511,6,13/11/2015,20,"6,208,910,242,802",241,0,0,"2,274,571,373,579","1,196,951,187,763","4,857,815,615,594",",06",",1634514489171267861999553236910992804821",0,0,"8,684,600,449,870,090,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"194,288,232,475,640,000,000,000,000,000,000,000,000","580,083"
201511,6,13/11/2015,21,"6,077,877,103,371",166,0,0,"3,053,577,473,377","1,000,694,766,713","4,093,300,719,295",",06",",1460853673939303561123929159942904980455",0,0,"8,138,627,910,879,550,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"205,039,480,025,216,000,000,000,000,000,000,000,000","962,274"
201511,6,13/11/2015,22,"572,063,571,076",0,0,0,"-939,418,509,525","5,917,250,285,027","325,075,400,709",",12","1,001,402,548,196,520,000,000,000,000,000,000,000,000",0,0,"6,831,736,171,821,360,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"191,426,980,317,526,000,000,000,000,000,000,000,000","443,219"
201511,6,13/11/2015,23,"5,193,523,923,001",0,0,0,"-1,111,028,215,804","2,084,542,500,843","3,765,157,913,472",",098","608,522,715,335,267,000,000,000,000,000,000,000,000",0,0,"5,630,756,847,574,860,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"176,056,900,408,349,000,000,000,000,000,000,000,000","93,69"
201511,6,13/11/2015,24,"4,840,331,692,182",0,0,0,"809,051,157,755","2,220,813,989,652","3,866,278,571,552",",028","1,207,456,484,160,370,000,000,000,000,000,000,000,000",0,0,"4,890,944,645,787,140,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"123,930,130,687,054,000,000,000,000,000,000,000,000","115,714"
201511,6,13/11/2015,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201511,6,14/11/2015,1,"4,490,668,680,768",0,0,0,"2,411,816,983,023","457,558,801,963","382,174,995,989",",072",",2201140637623267016341522089562982199921",0,0,"1,622,701,092,174,760,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,649,160,900,429,610,000,000,000,000,000,000,000,000","2,177"
201511,6,14/11/2015,2,"4,177,039,695,848",0,0,0,"-1,703,764,988,388","883,359,719,353","4,141,385,194,674",",06",",1216213915483314545963489457637633245323",0,0,"1,403,956,672,034,200,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"489,805,516,245,916,000,000,000,000,000,000,000,000","921,884"
201511,6,14/11/2015,3,"4,092,745,955,655",0,0,0,"-358,521,956,893","266,893,847,151","4,026,382,828,523",",06",",1216213915483314545963489457637633245323",0,0,"1,347,864,006,615,580,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,709,538,156,840,590,000,000,000,000,000,000,000,000","609,077"
201511,6,14/11/2015,4,"3,959,475,944,466",0,0,0,"-3,420,499,256,409","712,288,050,782","418,048,281,352",",06",",1216598520683759390532678675452599087615",0,0,"1,261,513,543,978,420,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,860,949,110,520,600,000,000,000,000,000,000,000,000","1,059,295"
201511,6,14/11/2015,5,"3,925,830,038,255",0,0,0,"-596,450,897,678","4,050,992,905","4,001,843,038,017",",06",",1214522579360876374062838078089891890665",0,0,"1,240,165,048,174,430,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,416,567,134,965,730,000,000,000,000,000,000,000,000","989,263"
201511,6,14/11/2015,6,"3,968,302,674,438",0,0,0,"-42,861,622,674","-331,928,356,194","4,064,462,420,687",",116",",1216213915483314545963489457637633245323",0,0,"1,267,144,314,845,220,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,916,522,325,475,320,000,000,000,000,000,000,000,000","967,718"
201511,6,14/11/2015,7,"410,954,314,685",0,0,0,"86,621,822,698","422,414,676,804","4,352,318,672,528",",06",",1215551282427126440259946588390161974868",0,0,"1,358,950,347,756,540,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,233,688,323,686,330,000,000,000,000,000,000,000,000","744,787"
201511,6,14/11/2015,8,"4,337,152,709,652",0,0,0,"891,780,300,281","478,509,959,225","4,108,068,848,442",",06",",1557051173928379877159716066599640457614",0,0,"1,513,651,611,437,960,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,753,334,441,686,560,000,000,000,000,000,000,000,000","253,701"
201511,6,14/11/2015,9,"4,788,769,595,588",0,0,0,"50,443,881,582","1,076,822,152,532","4,485,539,501,282",",12",",1720073803535383693553235576807416283704",0,0,"1,845,288,963,480,400,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,516,568,922,928,720,000,000,000,000,000,000,000,000","407,506"
201511,6,14/11/2015,10,"5,232,397,407,449",6,0,0,"-76,352,087,445","2,108,658,123,579","4,648,839,562,516",",12",",1661823080384372413192175314773667930118",0,0,"2,208,072,788,122,660,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,675,894,717,871,660,000,000,000,000,000,000,000,000","528,257"
201511,6,14/11/2015,11,"5,464,534,366,836",60,0,0,"705,887,447,153","3,008,615,066,175","4,237,522,406,409",",158428",",1531779553598658127477889600487953644404",0,0,"2,455,884,053,432,920,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"635,631,654,772,720,000,000,000,000,000,000,000,000",0
201511,6,14/11/2015,12,"5,571,365,017,173",58,0,0,"-4,420,715,215,268","5,265,071,382,711","3,771,856,039,852",",094",",1520529553598658127477889600487953644404",0,0,"2,549,971,461,045,130,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,091,199,126,486,110,000,000,000,000,000,000,000,000","7,134,892"
201511,6,14/11/2015,13,"5,673,385,177,984",25,0,0,"-3,963,753,122,978","1,572,633,637,226","4,194,928,335,985",",12",",1520529553598658127477889600487953644404",0,0,"2,612,883,843,219,800,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,548,854,300,649,390,000,000,000,000,000,000,000,000","12,623,657"
201511,6,14/11/2015,14,"5,634,096,372,851",33,0,0,"-3,343,266,823,476","947,590,477,603","3,492,445,820,096",",06",",1507147678598658127477889600487953644404",0,0,"2,584,268,871,578,260,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,947,615,441,903,940,000,000,000,000,000,000,000,000","11,969,909"
201511,6,14/11/2015,15,"5,333,943,242,505",17,0,0,"7,366,948,956","708,715,900,121","3,807,468,676,213",",12",",1520529553598658127477889600487953644404",0,0,"2,303,971,957,876,540,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,260,313,217,903,690,000,000,000,000,000,000,000,000","1,659,257"
201511,6,14/11/2015,16,"5,159,324,707,759",0,0,0,"583,219,015,614","10,588,140,944,772","3,358,510,224,653",",18",",2139818067076389420175024589631627848715",0,0,"2,141,914,954,857,680,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,594,005,859,268,850,000,000,000,000,000,000,000,000","51,61"
201511,6,14/11/2015,17,"508,379,463,279",0,0,0,"876,523,040,736","3,282,707,853,207","3,457,633,491,961",",18",",2139915376825899561572048367633004748572",0,0,"2,079,660,756,027,070,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"106,052,356,770,171,000,000,000,000,000,000,000,000","32,152"
201511,6,14/11/2015,18,"5,596,899,296,842",0,0,0,"865,917,571,858","2,643,881,096,028","319,343,412,402",",086",",1038949778602399231700317662368658828343",0,0,"2,520,643,841,997,640,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"152,512,125,799,750,000,000,000,000,000,000,000,000","178,713"
201511,6,14/11/2015,19,"6,115,010,640,619",8,0,0,"102,371,497,474","2,089,006,693,125","4,027,372,839,615",",18",",0625178989637792445431969677166383479284",0,0,"3,016,800,062,123,470,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"164,898,461,350,872,000,000,000,000,000,000,000,000",0
201511,6,14/11/2015,20,"6,059,008,259,759",10,0,0,"840,815,288,765","1,807,033,033,736","3,924,197,863,334",",18",",0629749583387792445431969677166383479284",0,0,"2,963,820,906,201,390,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"142,974,231,408,177,000,000,000,000,000,000,000,000",0
201511,6,14/11/2015,21,"5,888,556,087,489",0,0,0,"-5,522,687,240,738","1,824,346,837,138","3,916,684,731,882",",18",",0577501250054459112098636343833050145951",0,0,"2,790,192,275,170,900,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"131,954,854,526,023,000,000,000,000,000,000,000,000","278,899"
201511,6,14/11/2015,22,"5,547,514,097,591",0,0,0,"-6,056,876,377,322","2,039,553,074,282","3,283,651,748,902",",108",",2264640603568206001128707277162547951965",0,0,"2,476,357,427,150,560,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,224,298,291,000,940,000,000,000,000,000,000,000","232,186"
201511,6,14/11/2015,23,"5,124,171,229,948",0,0,0,"7,576,034,327,725","1,263,683,750,595","3,898,948,693,348",",086",",2229822800169647906644335610126252643504",0,0,"2,112,826,170,102,920,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,258,269,744,751,300,000,000,000,000,000,000,000","131,592"
201511,6,14/11/2015,24,"4,757,795,216,672",0,0,0,"-1,413,805,861,041","550,188,203,308","3,971,310,604,825",",06","1,925,235,330,235,430,000,000,000,000,000,000,000,000",0,0,"18,214,950,305,954,300,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"103,975,327,447,173,000,000,000,000,000,000,000,000","273,915"
201511,6,14/11/2015,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201511,6,15/11/2015,1,"4,359,604,845,765",0,0,0,"-2,558,770,496,065","59,461,739,458","3,682,458,855,445",",072",",2060969086727571398113779307472701071527",0,0,"6,504,953,341,694,540,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,209,304,925,907,430,000,000,000,000,000,000,000,000","1351,62"
201511,6,15/11/2015,2,"4,073,451,752,412",0,0,0,"-330,017,987,103","3,116,352,001,677","381,234,634,439",",072",",0703557187513614778024659085958262536488",0,0,"5,679,042,070,998,030,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,658,422,899,975,610,000,000,000,000,000,000,000,000","2,214,918"
201511,6,15/11/2015,3,"3,944,623,883,894",0,0,0,"71,433,924,939","4,144,735,991,248","4,154,869,889,047",",024",",0703557187513614778024659085958262536488",0,0,"5,325,509,116,525,050,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"43,224,073,277,333,300,000,000,000,000,000,000,000","9,394,632"
201511,6,15/11/2015,4,"3,661,750,275,539",0,0,0,"53,063,207,367","5,389,589,964,865","3,683,827,745,406",",06",",0684414330370757635167516228815405393631",0,0,"4,589,098,488,680,130,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,032,275,995,703,610,000,000,000,000,000,000,000,000","11,863,525"
201511,6,15/11/2015,5,"3,598,553,907,928",21,0,0,"2,437,930,094,646","186,508,847,907","3,778,671,278,427",",06",",0679842901799329063738944800243976822202",0,0,"4,483,942,460,465,720,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,030,507,270,776,570,000,000,000,000,000,000,000,000","18,973,755"
201511,6,15/11/2015,6,"3,645,367,036,419",0,0,0,"1,429,178,145,583","1,687,692,014,092","3,877,847,022,868",",102",",0703557187513614778024659085958262536488",0,0,"4,548,125,675,609,360,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,074,404,812,559,630,000,000,000,000,000,000,000,000","15961,5"
201511,6,15/11/2015,7,"379,328,362,194",0,0,0,"1,011,799,923,668","-50,425,705,933","4,072,825,635,393",",06",",0703557187513614778024659085958262536488",0,0,"4,924,708,899,484,700,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,497,384,324,331,250,000,000,000,000,000,000,000,000","14,908,967"
201511,6,15/11/2015,8,"3,868,288,063,858",0,0,0,"-1,669,005,551,767","267,488,037,421","3,932,109,134,219",",072",",1200794593170010456149522938178015945628",0,0,"5,121,386,447,803,160,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,567,149,468,172,320,000,000,000,000,000,000,000,000","3,706,523"
